nome,media,inferior,superior
insertionMerge100,-1.4500000000000014e-06,-4.1587260148862305e-06,1.2587260148862273e-06
insertionRadix100,1.4549999999999998e-05,1.237704773934114e-05,1.6722952260658856e-05
mergeRadix100,1.6e-05,1.4071883473505715e-05,1.7928116526494283e-05

insertionMerge200,3.0999999999999974e-06,2.5106613414854666e-06,3.6893386585145283e-06
insertionRadix200,1.985e-05,1.9417103297299507e-05,2.0282896702700496e-05
mergeRadix200,1.6750000000000004e-05,1.6227064735940308e-05,1.72729352640597e-05

insertionMerge400,7.99e-05,7.305022812483318e-05,8.674977187516683e-05
insertionRadix400,0.0001465,0.0001405939231680888,0.00015240607683191123
mergeRadix400,6.660000000000002e-05,6.258521404296036e-05,7.061478595703968e-05

insertionMerge800,0.00036849999999999985,0.000346942493334981,0.0003900575066650187
insertionRadix800,0.0004912999999999999,0.00047041108515313585,0.0005121889148468639
mergeRadix800,0.0001228,0.00011636285064005784,0.00012923714935994215

insertionMerge1600,0.00149115,0.0013371363970645462,0.0016451636029354536
insertionRadix1600,0.0017101,0.0015569423373417892,0.0018632576626582107
mergeRadix1600,0.00021895000000000006,0.00019758674987441604,0.0002403132501255841

insertionMerge3200,0.0045901,0.003725023180175007,0.0054551768198249926
insertionRadix3200,0.00493505,0.0040723486605041504,0.005797751339495849
mergeRadix3200,0.0003449500000000001,0.00027884635235572974,0.0004110536476442705

insertionMerge6400,0.014584249999999998,0.012413622504782897,0.0167548774952171
insertionRadix6400,0.015156949999999997,0.012987228842393679,0.017326671157606315
mergeRadix6400,0.0005727,0.0005078432570315842,0.0006375567429684158

insertionMerge12800,0.054072949999999995,0.05135616412385451,0.056789735876145477
insertionRadix12800,0.055163399999999994,0.05244665681315916,0.05788014318684083
mergeRadix12800,0.0010904500000000002,0.00107431313848694,0.0011065868615130604

insertionMerge25600,0.21461999999999998,0.2110212884068507,0.21821871159314926
insertionRadix25600,0.21698789999999998,0.2133892087238216,0.22058659127617836
mergeRadix25600,0.0023679,0.0023536611367451364,0.0023821388632548636

insertionMerge51200,0.86115215,0.8599621894388157,0.8623421105611843
insertionRadix51200,0.8663732500000001,0.8651855740902101,0.8675609259097901
mergeRadix51200,0.005221099999999999,0.005143055868841365,0.005299144131158634

insertionMerge102400,3.5230248000000004,3.5162816167495587,3.529767983250442
insertionRadix102400,3.5336318,3.526889131280527,3.5403744687194734
mergeRadix102400,0.010607,0.010518401949513477,0.010695598050486524

insertionMerge204800,14.252248449999998,14.234578055053952,14.269918844946044
insertionRadix204800,14.2752457,14.257575556448241,14.292915843551757
mergeRadix204800,0.022997249999999997,0.022893773441238486,0.023100726558761508

insertionMerge409600,57.22410070000001,57.158610336995366,57.28959106300465
insertionRadix409600,57.273241950000006,57.2077516910203,57.338732208979714
mergeRadix409600,0.04914124999999999,0.04900672176191035,0.04927577823808963

insertionMerge819200,229.2898881,229.16227002701297,229.41750617298706
insertionRadix819200,229.3939775,229.26635945106472,229.5215955489353
mergeRadix819200,0.1040894,0.1039779181338116,0.1042008818661884

insertionMerge1638400,921.4542647500002,921.1415518323553,921.7669776676452
insertionRadix1638400,921.6655643500002,921.3528522236832,921.9782764763172
mergeRadix1638400,0.21129960000000003,0.21052432167949925,0.21207487832050081
